views,likes,dislikes,comment,published,duration,category,predicted_adview
36505,108,46,18,1510,86,4,1036.1423
5868243,42572,5578,1716,1693,695,4,2284.041
336549,576,34,87,1000,320,1,584.9805
1606,3,0,0,1046,30,4,1573.2089
1075,2,0,1,1971,139,4,1422.5935
31011,106,16,35,897,77,6,1838.2212
537039,1268,189,144,1535,0,4,2277.3564
315631,1079,38,33,1524,215,7,2411.7983
89003,230,14,14,1178,93,4,1666.0914
190587,163,24,8,489,2274,4,131.22058
229169,388,54,17,1715,429,5,2812.1758
6672243,4419,2359,287,1666,504,4,2535.5981
17991,58,1,4,1839,102,4,1305.177
3223160,691,460,69,1440,84,4,1693.2
1318399,10615,349,1406,1437,1092,2,1176.6692
8226,93,4,29,1881,563,2,1746.3569
32854,58,4,22,1774,609,4,2729.4023
94034,436,10,46,1751,2147,4,806.2414
1338,2,0,0,981,31,4,2751.2117
4164811,12630,1119,624,1710,216,7,2003.9999
1611748,11664,257,1857,1819,599,4,1123.8223
183320,1315,59,28,1823,463,6,2093.5437
112213,24,1,5,1869,333,4,670.1982
1073938,12454,186,356,407,146,2,2272.0054
10193,186,1,72,800,832,3,2728.331
89122,157,35,12,690,2258,7,760.64325
210806,971,25,44,1507,528,4,822.86523
81671,671,56,41,1849,97,4,2818.664
3661,23,3,0,1046,198,2,1374.0663
8421,29,2,13,1098,497,4,2675.7444
64996,357,8,4,1031,209,7,2729.481
1134828,1480,319,124,1527,169,5,1069.8602
3499,13,8,1,1820,1236,4,1055.168
968473,616,151,44,1293,145,4,2640.0557
184987,196,7,6,399,344,7,2463.465
488369,249,45,34,513,134,4,21.498491
40210,313,2,14,1165,288,7,705.66583
379667,15,2,7,1889,46,4,2320.0605
102753,16,7,0,1468,46,4,1255.4512
66687,115,10,17,1051,776,4,1159.7635
55585,232,10,32,1002,698,7,963.0326
51434,59,15,3,1010,447,4,1907.5093
241751,1837,259,1043,1602,226,8,2779.03
255159,173,62,45,1778,646,4,2059.1758
204293,291,36,11,1381,1043,4,1423.1752
282893,636,72,26,1561,302,4,1399.8883
5764170,12025,1175,3615,100,283,4,2280.2644
323055,5016,133,2173,1542,203,5,2202.2515
144823,451,18,201,1545,790,5,2173.3684
805,5,0,3,866,456,7,2232.7512
383235,3305,220,634,1548,325,4,1669.3195
20998,53,10,9,1297,719,4,1563.784
134201,669,56,50,1740,0,7,2315.008
753849,2297,850,587,1818,264,5,3048.7646
336981,487,65,300,1791,552,5,1686.4586
259285,165,90,57,750,2432,4,1364.0824
1066872,1288,533,19,2024,0,4,1834.2506
1083419,1681,324,461,1542,1090,4,1378.0452
666797,5189,654,2096,1763,196,2,2291.722
588,3,0,0,1406,31,4,1083.1659
144058,53,35,3,1005,45,4,2351.0852
6306,6,0,0,1828,31,5,2038.3871
725941,286,101,7,562,82,4,1950.9872
688878,845,230,139,1866,220,4,1316.1945
1830752,8026,1783,878,2007,292,4,2239.915
634,1,2,0,722,137,6,1143.9203
3098384,3598,787,195,1580,365,4,2198.554
72328,290,34,31,1072,597,1,1746.7869
38102,36,3,2,991,620,4,1860.5758
382281,300,63,18,1733,0,4,2147.5532
1721755,20869,442,2739,1521,283,2,1967.2125
843,2,0,0,1937,21,4,2685.866
16542,43,0,13,753,194,7,2205.583
1744031,10549,236,447,998,213,7,667.8757
303915,423,88,106,820,2412,4,2036.2457
1156863,5041,448,394,1346,238,8,1541.8109
95477,99,2,6,158,405,4,2824.776
1209890,386,185,54,217,0,5,1860.9303
226964,807,145,254,1823,235,5,2843.5613
2193465,5918,755,392,851,526,4,2287.7683
953349,6083,215,211,1870,51,4,2389.914
44382,116,1,6,1058,842,4,1754.9857
162661,668,23,125,224,231,3,1454.9204
99044,1169,19,45,1531,770,4,1273.9137
174,2,0,2,1916,31,4,2495.3962
39487,16,3,0,949,978,4,665.7373
30048,286,50,144,2041,747,6,1792.5935
70613,521,84,62,1794,1434,5,1534.6954
757267,1825,760,732,1266,939,2,3021.609
1047,3,1,0,1587,21,5,1080.7676
149049,538,34,140,1520,750,4,2629.4014
29681,243,18,51,1896,203,5,1489.6415
88215,393,18,21,1052,430,1,1490.5784
6647,25,1,2,883,576,4,1409.7643
102117,202,23,13,847,295,4,1842.7968
989964,2086,1264,111,2091,3579,5,1126.8425
239745,7838,429,1081,1440,426,4,719.72186
2419,14,2,2,1764,291,6,1930.6116
20527,64,6,5,1851,288,7,2607.9014
199626,4,1,0,1840,31,4,1711.1802
298961,1717,83,65,1403,2198,3,2595.5728
16282,34,5,1,996,653,5,664.4092
936084,3141,445,1247,1530,204,6,2670.6484
312249,519,61,90,1022,282,7,1510.1539
29596,301,6,38,1828,259,7,2129.2708
32108,78,31,6,604,512,3,1528.4392
617562,432,221,69,1201,1625,4,2231.2761
4091344,7510,4968,327,2059,3594,5,1778.3334
23926,242,5,13,1866,96,5,225.79167
5981023,5834,3433,229,1246,205,4,1621.4534
135708,355,21,40,1875,603,5,2455.9592
208856,1047,58,68,1373,2038,7,1951.4471
1477986,2670,383,597,112,239,7,1055.7125
3395,5,6,1,1504,51,4,1475.6454
439876,1270,77,110,1072,1540,4,567.9571
11415,92,43,33,1583,1029,5,2444.8877
181996,182,53,12,474,0,5,1487.8787
413853,1547,71,57,1208,252,4,854.4972
3396467,1660,718,40,1525,135,4,1468.5333
136201,410,54,27,1573,212,7,2604.3042
697210,1887,255,262,1074,392,5,1633.6287
38008,193,13,30,1854,2995,4,2047.4005
245256,716,71,49,1798,0,7,2243.002
21579,28,21,25,2024,328,4,2070.3137
13312,50,1,3,793,401,4,2365.3867
191287,1202,109,361,1423,806,6,1036.4003
345747,566,43,31,401,357,7,1915.6501
83583,174,23,32,677,0,7,1712.855
228777,12592,65,838,1816,169,7,1282.6561
15701,7,4,0,517,673,4,1728.902
144904,2875,40,244,1953,247,7,2406.357
1085634,2236,311,188,1065,0,5,681.06805
89643,1128,74,363,810,639,4,2566.6604
211470,178,66,37,1896,699,4,878.7478
235900,1660,71,701,44,335,4,814.75165
83993,1503,28,241,1978,437,2,2000.1224
235269,1195,78,290,1783,161,8,1989.722
487062,522,134,47,902,1153,4,1932.6371
314471,1050,49,120,1154,1354,4,1814.7932
60404,131,98,8,2074,61,4,2480.8108
578860,3386,78,195,1447,1129,5,21.498491
2919708,66070,6703,4618,1884,377,4,1392.0582
152768,1468,35,320,1775,136,7,633.38794
511532,16307,262,9076,1858,195,5,2342.74
4912420,30752,447,3069,144,398,7,1667.8268
9564,22,0,2,779,672,4,1525.6337
801245,3282,241,124,1900,100,4,1564.1454
1182943,931,778,389,1807,217,4,2420.4385
852026,719,374,280,631,2387,4,448.2513
22385,382,12,63,850,1152,4,2885.8315
2115254,1569,408,100,425,436,4,2222.0193
2345,8,4,0,1425,0,5,2881.6985
9640,35,1,3,594,242,4,2554.7842
327634,1080,66,144,1034,763,3,1098.8898
2356343,2519,519,112,229,225,4,2064.6277
1129373,1860,160,63,1141,109,4,21.498491
86981,329,4,50,1866,107,7,454.75513
239850,475,12,21,1653,474,4,1607.9137
534513,995,200,221,833,478,6,505.46823
16569,6,2,0,600,83,4,2778.29
988552,2117,136,109,1520,93,4,2052.3945
76928,2170,14,314,1838,444,3,2293.369
748712,11364,404,2261,1741,526,4,2307.4395
48380,100,10,2,1332,0,5,2472.2031
2210,4,2,0,915,116,4,1315.7217
3754,47,4,83,1042,376,4,2501.4534
143342,168,38,22,1487,0,4,919.8622
2204,5,0,2,2039,59,8,2234.8323
400679,904,78,19,818,0,4,1120.6655
1039242,3378,472,327,449,0,4,2096.0464
555132,652,140,255,1619,705,4,1923.4803
176440,589,23,33,996,542,4,21.498491
299415,733,163,432,1432,208,7,2399.2659
4937240,3807,742,254,195,82,4,2186.6016
671260,2033,367,1565,1416,0,5,1328.2972
476702,4027,307,806,1462,326,4,2723.0408
54556,158,9,17,1176,306,7,1601.1212
52940,372,9,29,929,538,4,2598.0803
1076178,4529,973,2912,1818,386,2,1962.1327
206493,591,30,31,482,253,4,2601.0312
2727364,1310,568,293,1137,101,8,21.498491
300,12,0,6,1053,177,4,2691.2715
21481,22,2,0,1055,49,4,1564.9523
2817032,17177,325,474,1239,248,7,2654.7185
18813,37,8,9,1052,0,5,1221.1758
71753,73,20,5,1670,0,7,1347.571
32639,690,10,350,1876,628,5,525.0565
33407,1335,3,110,872,995,1,1581.0908
435939,3598,201,760,1564,433,4,2689.1812
12796,121,3,11,1848,1579,8,2018.9908
6339,38,16,11,2056,31,4,21.498491
129459,822,22,61,1660,482,1,2145.042
4756,26,7,3,2009,34,5,192.73587
394445,511,101,547,1896,487,4,1901.0869
1769,1,0,0,1569,0,4,85.38653
172410,728,98,397,1737,922,4,37.017693
353332,2683,181,214,644,317,7,1512.2637
31195,105,4,20,988,649,4,1197.7096
44627,401,110,135,1787,123,4,2355.082
21299,33,2,6,268,640,5,2040.9364
6872689,7479,1116,375,1075,265,4,2842.8506
34393,17,8,0,801,147,4,2810.3896
2000327,3220,895,856,1964,0,7,2722.2568
61493,212,17,17,1846,1802,4,1711.9309
467647,451,137,30,1881,74,4,1429.4105
3480454,2126,1193,727,1185,468,1,1035.847
130065,80,42,16,839,241,4,1250.8602
2210612,606,317,118,590,90,4,1787.2334
889670,1817,205,248,1100,369,7,2197.0842
35605,53,7,4,478,416,6,21.498491
21203,36,0,6,148,600,7,2640.6802
491,7,0,1,1285,142,3,728.1478
47930,131,3,5,1766,193,7,2134.3894
1052950,2555,271,220,1131,331,4,2594.8767
1592733,738,272,33,1858,101,4,2006.4371
212923,255,57,24,920,1277,4,1435.8019
176429,324,73,154,1789,0,5,21.498491
1685859,4659,332,1993,1861,1391,4,2485.8853
314772,688,55,38,1857,618,4,2049.9058
523589,1383,81,253,748,339,7,2458.288
65183,57,17,7,1675,298,4,1828.651
2214879,20840,748,1360,1360,610,4,1417.9469
84403,77,28,11,1795,2773,4,2383.5251
53362,77,7,7,874,245,4,2108.4795
657332,1085,122,55,938,209,4,698.2684
1251733,4457,529,653,1804,231,4,2258.56
9313,8,1,2,1435,357,4,1761.3925
132177,393,23,13,490,361,4,2508.8223
305829,163,97,7,528,0,5,1512.2545
428657,856,90,179,1246,1748,4,1690.478
1382928,1531,865,56,1448,79,7,2261.2766
92973,40,8,2,658,46,4,1697.7002
28086,62,6,7,397,488,4,2333.8792
29745,30,8,3,626,33,4,1765.6951
356503,1083,45,156,1611,114,8,1306.7616
31513,21,6,0,841,77,4,2634.696
136934,521,48,45,1411,226,4,734.8846
104565,1144,54,260,1550,310,6,1704.6482
3630621,30941,1393,3804,1580,616,4,2403.4053
155792,188,59,35,1707,182,4,2470.4915
4027,12,1,2,1068,1083,5,2124.7258
359,9,0,0,1046,204,7,569.1017
80738,2,6,1,882,31,4,1213.961
419285,1130,144,304,1295,987,4,1499.1797
1302,19,2,6,881,11,4,1353.0524
1558532,9434,241,714,1681,166,4,21.498491
246999,405,56,142,1884,2306,4,21.498491
709487,6321,467,508,1856,388,7,1169.035
12775,7,7,6,327,384,4,2422.7625
286732,2190,54,50,463,617,4,1478.178
12134,15,0,1,1326,183,4,153.95232
161394,394,27,94,1814,90,4,2422.2937
56960,158,9,50,1695,597,4,1116.8619
927141,12911,195,1179,1335,339,2,1308.723
1144710,6720,753,10424,1683,693,2,1508.8192
80902,11,1,2,1223,208,3,1855.024
996638,1523,228,0,1900,199,3,760.7104
163238,221,39,18,535,2323,4,2382.7358
659121,107,81,2,537,31,4,2540.4507
29708,34,3,9,254,662,5,2028.8132
894349,9218,533,3161,1913,604,5,1125.486
155785,934,67,61,911,349,7,2490.6086
321,0,0,0,1039,415,4,1462.5778
3217272,5504,915,293,1039,524,5,208.1804
7096,76,0,3,1812,229,4,2278.332
174834,189,31,0,886,1486,4,1942.045
5432,22,0,3,1982,108,7,2458.348
1118869,1667,856,260,750,88,4,2376.3896
708392,20000,221,477,1669,242,2,2300.6528
3325,23,1,0,1950,78,7,2167.5623
600061,1141,107,354,1795,377,8,2664.9585
87248,80,14,6,554,151,1,1100.7726
2694226,9065,1424,1310,1765,627,3,2270.2812
190876,183,35,12,733,2595,4,2441.4858
129815,640,44,39,1741,2343,3,2278.9185
11106,156,3,22,888,158,4,1818.5336
315677,244,40,15,130,602,4,532.0938
13202,377,3,6,1914,83,6,1082.5347
106706,204,37,16,1137,149,7,1617.7698
1327563,4240,200,30,1623,125,3,2534.3267
2812597,64938,1429,2159,1378,226,4,2665.5554
145935,921,126,79,1858,229,4,800.2844
20213,16,5,1,770,364,4,2614.145
121384,932,13,60,1630,96,6,866.80756
17545,146,10,53,1445,1551,4,2210.4053
31433,134,15,22,1602,367,6,941.3391
20112,20,2,9,542,112,1,1559.5618
565417,870,111,68,1825,626,4,1313.5712
70816,997,8,26,1119,279,7,1609.1145
861150,1007,167,46,1144,2601,4,943.2568
3039159,2180,751,965,1307,0,7,1643.135
259183,1521,163,564,1825,379,2,1797.5653
47437,49,11,4,615,182,4,2506.3984
5257,47,0,5,1962,273,7,2263.7222
31840,63,4,7,943,73,2,842.1434
216448,426,20,15,1799,243,7,2859.6196
59388,77,20,6,1116,0,4,2334.6758
186348,116,42,10,1859,76,4,238.43799
264204,215,69,48,874,2608,4,758.8743
15050,91,3,83,1894,313,8,2225.8086
162597,210,9,10,800,113,4,2576.4785
927364,7647,145,1231,1913,278,6,1228.7174
49529,30,1,0,447,122,4,2071.9773
609531,1160,77,30,1129,728,4,2401.6848
480005,364,35,174,24,316,2,2311.6953
7118,41,2,1,793,313,7,2760.4736
86579,163,13,41,1883,0,4,2203.8096
3611522,13105,659,658,1793,620,2,703.5494
63353,52,22,4,921,2568,4,1734.1372
403374,376,111,99,1856,601,4,1190.0074
253637,848,84,160,1391,2369,4,1706.1815
94949,1387,37,592,1677,616,3,2531.7378
5670,8,1,0,746,1938,6,2443.6401
726804,1095,229,46,236,1325,4,2141.877
2942563,8242,200,381,737,241,5,1583.2767
2414,9,0,0,536,245,4,2720.7812
855,16,3,4,1839,333,4,2023.7916
23738,22,1,1,1345,157,4,868.47327
3435,26,2,0,2002,27,5,742.35126
11074,112,4,36,1930,63,6,2425.3313
7834,17,6,15,2078,172,4,1955.7769
390032,731,69,34,1384,584,4,2650.2554
13758,23,5,7,547,144,6,2061.2397
186980,184,12,13,218,316,7,1845.5978
58034,294,18,44,1211,919,4,2010.2349
361,3,0,0,1070,149,4,2439.2253
118815,397,316,251,1790,477,4,1843.5712
108328,65,45,23,964,2605,4,21.498491
387507,304,123,10,1878,56,4,2462.4004
17214,11,1,2,76,284,4,2386.0535
340814,5476,107,4133,1791,463,2,2555.1855
332,1,0,0,1814,31,4,2454.8438
90955,152,10,2,1205,274,7,2710.8267
614988,10923,591,3760,755,173,2,1534.579
9829,24,4,4,523,2664,4,1694.071
2002772,10267,1365,924,1774,223,4,709.1007
216586,1123,108,1078,1851,567,2,2134.3215
416820,549,120,73,1562,0,5,1275.866
156650,2124,62,369,1004,122,5,763.94604
89735,223,16,12,1246,689,3,2281.6106
248191,1733,24,73,1577,254,7,1709.3932
388886,2937,95,797,1489,263,4,66.33423
170091,501,28,19,97,345,4,1066.6
252809,1255,122,1242,1858,339,2,1209.5978
102658,238,6,50,1423,640,5,2469.1213
4373,113,2,9,1847,166,4,1871.6261
9370,47,4,24,744,111,4,2011.6407
352994,1116,70,24,1046,243,4,2343.3298
14023,214,3,13,1468,191,6,1956.449
2697166,15614,306,709,813,297,7,2117.2368
6415391,44297,1420,1656,1240,214,7,2375.1516
3029,71,3,5,891,132,6,2529.204
87368,65,21,6,540,126,4,1902.17
477030,685,87,113,1748,0,5,2503.901
13038,8,3,0,1830,2103,3,1090.5795
2222,7,0,0,874,31,4,2329.1172
115887,100,34,11,1581,0,4,2455.404
362836,1930,112,78,1904,2810,7,935.7527
982913,4166,424,444,1732,127,4,816.43695
497052,874,72,211,1208,0,5,2520.0105
134984,65,11,65,37,350,3,789.9244
120716,555,12,50,1123,715,2,2398.436
3980662,8690,11073,12449,104,262,7,1398.586
149085,408,155,58,1354,1039,5,2215.1238
648209,594,241,131,709,2171,4,21.498491
875345,1649,418,405,952,2562,4,1332.7185
37562,109,23,48,596,421,5,1110.873
8516,16,7,2,1618,244,7,2183.195
537515,1841,442,1007,870,325,4,1833.5302
86343,288,5,141,180,1058,4,1680.9899
1287419,668,352,69,1511,0,5,2264.5698
1368706,3681,287,91,484,315,4,2011.1127
587987,299,134,33,479,66,4,1950.0023
10467,14,4,0,915,300,4,341.63748
1238563,3628,174,92,1030,285,7,166.58926
120226,113,30,0,1717,2257,7,2380.6548
181655,266,35,13,1156,641,4,1534.4467
240,3,0,0,1590,31,4,1584.6677
234785,1757,36,244,1885,259,5,2307.5334
371994,505,87,115,1540,391,4,1060.6715
20034,81,2,2,1065,750,2,21.498491
254042,1652,221,62,1723,220,6,1209.9552
19975,20,5,1,678,96,4,1237.264
53491,114,12,15,638,1419,3,1301.4237
92114,249,8,52,1920,359,2,1459.619
303106,603,81,104,1080,143,6,628.83527
5654,54,1,12,1863,317,5,2418.6567
2591506,2881,963,2483,1858,423,4,2198.3657
15427,65,4,13,1853,487,5,2714.126
8554,14,2,5,1274,163,7,1738.0004
701053,923,130,70,1847,0,4,1079.1362
257707,1016,21,156,154,178,7,1114.2731
246320,3885,78,622,1709,316,4,1609.524
2735,8,0,0,1652,31,4,1980.0957
347154,363,98,29,1445,0,4,2607.7285
619362,478,136,73,885,0,5,1235.5153
6370,47,0,20,30,611,6,783.27686
33103,71,7,6,1647,1811,7,1581.3735
5335,48,26,18,888,147,4,1438.2513
5180,314,2,21,1992,295,4,2107.93
16942926,87708,7750,4654,1369,234,4,1394.037
287335,1353,233,754,1398,256,6,1006.1277
3017,6,0,3,616,711,3,2295.2717
290,1,0,0,1862,61,4,2805.516
1427690,2784,308,887,1972,2224,4,2498.0107
460566,997,123,1335,1741,421,4,1524.4443
722245,1238,157,90,364,368,4,2430.442
16793,33,17,3,602,55,6,1171.4918
61541,132,5,8,590,172,4,1656.5491
3600,15,2,0,1328,557,3,1750.0784
369440,528,166,73,1438,1602,5,424.41205
348941,1899,87,90,861,329,7,1248.205
2619,8,0,1,902,31,5,2628.2427
1319952,6899,551,338,1800,175,4,2720.2097
199106,2642,32,216,1608,202,4,2558.1538
559285,196,142,12,528,653,4,1533.0839
1259526,1865,422,51,2037,0,4,365.0777
425196,233,105,25,1251,30,8,1508.0055
6985648,15481,2162,1677,144,1347,7,21.498491
512535,296,128,32,372,579,4,1699.7255
3514,8,0,4,1415,21,4,1991.3263
145276,820,130,107,1908,316,6,1442.3997
14379,64,11,6,757,526,5,2196.635
142966,418,26,229,1809,707,5,1976.3788
160307,1206,27,81,1745,185,4,1001.8829
58533,591,17,11,1510,257,7,51.01349
31380,25,6,13,1909,21,5,1416.767
18664,61,3,8,1241,86,7,1961.2827
191693,433,40,18,389,656,4,1202.5118
6146,91,9,9,1051,190,4,2017.2327
84689,106,7,3,925,677,4,1382.1921
1074,5,0,0,705,74,7,445.8402
73668,272,16,7,1785,74,4,2540.5322
7256285,12645,1041,1534,1416,0,5,1980.7174
159566,2986,481,2090,1880,678,4,1243.8444
71663,49,19,1,646,0,5,2489.2576
228557,1681,55,44,1979,0,3,672.1595
200902,4114,51,194,1541,410,4,2371.7576
126995,410,14,147,844,961,4,2119.9026
185795,201,20,18,71,265,4,2257.6519
5828,70,2,6,1854,193,3,1757.2965
6042,10,3,1,1210,108,4,1462.584
4600533,31686,1921,1580,1801,189,4,837.1815
7029,92,1,6,1428,224,4,1026.2471
746041,8435,193,382,1268,193,2,1402.0111
16833,20,4,0,1247,297,4,3075.9512
532544,426,168,22,1863,841,5,1586.8737
1868607,1446,646,93,1857,221,3,1222.2095
63871,103,5,5,1478,300,1,2046.8306
41783,57,13,6,818,3590,4,1767.1737
188988,581,63,71,1728,172,5,1584.4431
392555,511,131,53,1556,0,4,2689.1592
669735,3607,114,468,1854,376,7,3348.8105
551232,792,118,41,1629,230,7,1391.0155
159435,25,12,0,1935,31,4,1828.8755
268162,2169,46,148,1426,838,4,2333.198
177729,153,69,15,1294,503,4,26.189611
205935,180,40,4,1054,1370,4,631.9157
1372641,5504,2068,608,1331,371,7,2535.101
6220,25,0,2,871,519,4,1536.035
86798,317,19,8,201,609,7,1066.4153
1026300,6590,314,384,1458,279,7,2170.0554
7640,17,2,4,1207,387,4,1675.1895
407102,5678,109,18,1852,189,7,89.99644
22775,118,6,8,1207,2304,3,138.31172
1000818,4171,463,357,1880,2124,7,2401.5642
311672,933,49,32,996,738,4,2006.0968
654205,12447,389,2714,1892,360,4,1324.4382
74826,631,17,53,1831,882,4,2270.6396
5514995,32683,1904,1289,1131,199,4,2434.4807
1225001,5277,1965,2623,1849,487,4,2184.2976
395567,3725,203,2209,1316,275,4,708.7714
350682,2046,166,709,1634,560,6,2573.969
639,0,0,0,1582,31,4,1256.2837
36679,156,7,8,1833,128,4,1626.7828
1825,22,2,2,1039,212,7,1562.0829
355520,12835,81,2258,2010,355,3,2380.783
1730519,974,202,299,220,279,7,2350.6045
767634,21667,391,1820,1826,320,2,886.67566
11678,8,1,4,1909,294,4,2222.3071
3863036,11050,586,1326,246,183,2,1665.388
25473,82,15,5,1788,2269,7,1469.6975
62434,59,10,22,1802,105,4,644.4453
56020,257,11,5,1445,1928,7,2670.1907
9006,176,3,21,1812,407,6,2369.5117
14755,88,5,103,973,719,7,791.972
223825,785,71,39,1645,290,4,1235.9275
636666,4352,394,186,1254,2693,2,1486.5417
149923,385,67,21,425,203,7,871.7149
176432,742,31,134,806,416,1,2591.8484
1703140,5543,414,430,1373,0,3,1476.1472
1509963,8203,105,1111,1306,259,2,2098.8572
6717,61,4,16,1667,1071,6,2286.0645
80354,61,24,17,1435,0,4,2706.5303
720813,18301,147,1718,1687,739,5,1013.273
23977,72,5,11,1526,534,5,2216.6697
82798,557,30,89,1913,2754,4,1929.5397
847,17,2,13,759,1464,1,2495.377
1390558,10914,148,726,1552,285,7,593.5112
1219737,3456,198,209,881,112,2,2479.131
10302,11,1,0,1363,699,4,2454.2305
7844,33,4,2,1478,72,5,2301.69
25471,57,3,6,1002,908,4,1229.0377
109741,117,8,40,840,3041,5,2308.313
75990,44,18,7,628,104,1,1975.6598
3202,29,0,1,950,877,7,1175.7013
129091,522,40,52,748,361,4,2529.4495
146950,415,29,29,915,360,4,1809.8124
566791,1806,153,90,1213,1876,7,2376.143
8695360,38229,3473,2290,1549,295,4,1927.5021
108078,447,27,72,1404,2917,7,2710.1787
923115,3199,648,1012,1402,244,6,2672.2334
40858,122,21,2,1910,0,4,2035.5276
38610,228,54,20,1052,37,2,2660.102
9958,62,2,8,190,234,7,2180.4282
204517,307,14,37,240,251,7,814.6644
57213,216,21,28,1639,820,2,2164.7932
1115531,1150,629,165,1159,60,4,1676.3802
144208,270,145,72,1883,99,4,2259.5566
55631,1006,66,136,927,634,4,2383.6538
28222,140,53,97,755,885,3,1636.7384
39504,131,0,6,696,208,7,2324.351
932999,1724,152,72,485,161,7,2623.9927
45544,138,9,23,1256,289,8,1136.2434
1152043,5297,220,258,955,513,4,1155.4738
2137,4,0,0,307,216,4,2488.4631
50806,1337,14,322,1740,304,4,2337.2195
1062887,9894,1172,1352,1947,264,7,1737.1847
11329,47,3,3,1810,138,4,2225.802
796009,1628,150,68,1089,488,4,1691.8341
339427,473,159,70,1392,0,7,2713.2637
163595,757,35,192,1507,1336,4,1855.4325
552761,903,177,65,1039,279,4,2373.0916
124827,181,43,42,880,65,5,1627.777
402785,569,169,79,1477,2164,4,2183.7703
1861363,7019,123,1039,502,435,7,1651.0007
259,1,0,1,1840,21,4,2075.4624
2374838,23816,1111,1585,2059,317,4,805.57117
180,5,0,5,1947,239,4,2137.998
214446,2292,143,91,1836,113,4,2251.1228
176867,2063,99,510,903,278,4,2211.0605
110906,239,53,8,793,1481,4,2670.579
1130048,1868,211,55,961,373,4,2197.4878
280936,188,77,158,670,2402,4,2506.3525
61640,163,52,24,1467,683,4,1991.6344
621572,3794,528,503,1527,454,4,2715.9053
24750,37,5,9,804,256,4,2245.4539
64958,473,20,106,1810,259,1,1030.105
6727001,13356,1229,912,785,0,7,1622.2975
24763,104,10,3,1371,1376,4,1934.7115
860183,553,176,27,495,1588,4,1589.5101
74111,526,45,174,814,454,6,899.0626
3744215,15345,2078,661,1182,157,3,1226.1136
6019,8,3,1,977,642,3,1988.2094
420137,1495,204,784,1738,636,4,2764.4922
542915,2207,153,477,844,967,4,2700.4753
74175,41,9,6,587,90,4,2035.924
30575,102,5,2,170,938,7,2300.6802
76891,399,13,55,1868,155,4,1944.6051
130466,1173,41,101,1513,568,6,742.3649
2582,8,2,5,533,113,3,932.849
7646,215,29,30,1894,241,4,2398.3728
21489,916,18,206,1575,2057,5,1604.0786
4601103,1627,914,209,1611,137,4,2010.2355
271466,258,95,42,1854,625,4,2416.7031
15763,86,3,1,1498,75,4,766.8744
236866,392,25,31,1240,372,4,1810.0708
1011497,1041,176,137,629,289,7,2571.399
40201,44,5,1,1461,1738,5,1973.9857
6044,39,1,10,1023,970,4,1254.624
54402,45,12,4,525,0,4,21.498491
519018,1379,436,146,2060,0,7,1887.966
477436,177,37,7,838,132,4,935.7372
16902,12,1,1,393,138,5,2143.5928
361466,919,95,83,1425,399,6,1827.2046
8935,91,0,7,1100,205,4,1266.8943
7174,95,4,29,1010,89,1,2055.4465
973379,882,141,44,1871,0,4,1674.9298
6862558,70793,1977,55400,1620,150,5,2549.4685
2794,22,1,2,799,309,4,139.3334
908914,5595,153,158,1122,268,5,2536.6492
484593,1885,109,310,1852,238,2,2545.4333
119068,214,25,22,1026,2315,4,2582.7207
23863,53,0,6,259,669,5,2545.625
4522809,6539,1057,388,1764,217,5,2169.48
35066,117,11,0,824,399,7,1576.9725
710734,11227,395,646,1913,2262,8,21.498491
4384728,27751,1468,2625,1455,194,2,2539.2021
59449,265,8,103,1903,1184,4,21.498491
42022,29,19,0,998,2011,3,1460.4395
102003,397,41,279,1912,2984,3,21.498491
36556,153,5,4,1844,286,4,1931.1741
646096,1158,291,272,1854,847,5,1675.0045
18484,55,1,5,781,366,4,2235.5684
283972,4230,77,3789,1775,431,4,2066.549
247527,699,98,513,1847,341,5,2474.945
700165,125,113,0,1469,136,4,614.69293
170088,185,20,2,353,609,4,2502.473
3821857,21500,2027,1496,1805,240,4,1364.6119
670787,1443,98,462,1643,1170,1,2278.5237
90360,401,16,28,1238,442,3,826.70825
448262,2846,883,497,1586,1017,4,2513.7566
694003,6654,634,2568,1512,34,4,948.84106
64322,498,14,17,1497,198,7,2705.7412
102234,259,5,15,25,277,7,1908.317
81838,122,29,17,1390,0,4,1503.132
252804,668,57,208,2067,1379,4,2875.922
221903,629,23,60,1553,890,2,2378.9343
41426,170,17,6,780,1297,6,2287.8115
27178734,60631,7486,1470,1295,292,7,1986.9547
469118,864,88,62,1468,0,5,1934.0977
1013168,1620,329,513,660,723,2,1739.2809
89519,91,8,2,767,453,4,1278.8165
47986,876,21,218,874,288,4,1226.9341
298232,1013,190,149,2062,2288,4,2586.7227
211414,441,190,36,1773,0,4,2135.9058
1088595,2513,280,83,1039,575,5,2066.7969
21147,36,10,3,1191,0,5,2245.0042
18885,28,4,2,1459,0,4,2571.2888
1462,13,0,2,1824,66,6,853.6534
54993,29,4,2,302,203,4,1157.807
92526,1235,78,350,1533,324,6,496.30902
1550896,9478,147,761,1189,252,5,2708.0803
1079668,691,265,39,1846,199,4,1258.5868
99455,258,12,51,893,1327,4,2167.9785
10851027,18416,4687,1618,1755,422,4,2757.0886
4883263,20058,995,947,1588,329,7,2784.1423
1256671,7742,135,318,1448,244,7,488.6532
640156,499,284,34,1534,1384,5,1587.591
491584,2893,278,115,1857,507,5,2529.8877
19410,70,6,9,1141,239,7,1933.6444
